issue,action,item,kind,record_count
worn,replaced,thrust buttons,addresses,1
worn,replaced,two buttons,addresses,1
worn,replacement,like ma,addresses,1
worn,repositioned,baffle,addresses,1
worn,sealed,black rtv,addresses,1
worn,sealed,intake,addresses,1
worn,sealed,seal,addresses,1
worn,secured,rtv,addresses,1
worn,secured,seals,addresses,1
worn through,fabricated,baffle piece,addresses,1
worn through,fabricated,like mat,addresses,1
worn through,fabricated,patch,addresses,1
worn through,fabricated,section,addresses,1
worn through,installe,,addresses,1
worn through,installed,hardware,addresses,1
worn through,replacement,like ma,addresses,1
worn through,repositioned,baffle tie,addresses,1
would fluctuate,ran up,aircraft,investigates,1
would increase significantly,ground run,engine,investigates,1
would increase significantly,inspection,engine,investigates,1
would increase significantly,operations checked,engine,investigates,1
would intermittently lose,borescoped,cylinder,investigates,1
would intermittently lose,borescoped,engine,investigates,1
would intermittently lose,borescoped,piston,investigates,1
would intermittently lose,borescoped,valve contact,investigates,1
would not increase,checked,exhaust valves,investigates,1
would not increase,ran,engine,investigates,1
would not increase,run up checked,aircraft,investigates,1
would not latch,adjusted,striker plate,addresses,1
would not latch,operations check,,investigates,1
would not start,clean,spark plugs,addresses,1
would not start,normal engine start,engine,investigates,1
would not start,performed normal engine start,engine,investigates,1
would not start,ran,engine,investigates,1
would not stay open,tightened,bolt that attaches cowl flap levers,addresses,1
would quit,checks,engine,investigates,1
would quit,ran,aircraft,investigates,1
would quit,ran,engine,investigates,1
would rise,magneto check,aircraft,investigates,1
would rise,operations check,aircraft,investigates,1
would rise,ran,aircraft,investigates,1
would shutdown,ground run,engine,investigates,1
would shutdown,verified,engine,investigates,1
would sputter,ran up,aircraft,investigates,1
would sputter,ran up,engine,investigates,1
would sputter when,ran up,aircraft,investigates,1
would start to quit,run,engine,investigates,1
would turn twice,started,aircraft,investigates,1
wouldn ' t go to full power,compression test,cylinder,investigates,1
wouldn ' t go to full power,dry tappet cl,cylinder,investigates,1
wouldn ' t go to full power,dry tappet cl,engine,investigates,1
wouldn ' t go to full power,ground,intake valve,addresses,1
wouldn ' t go to full power,ground,seat,addresses,1
wouldn ' t go to full power,installation,cylinder,addresses,1
wouldn ' t go to full power,installed,cylinder nuts,addresses,1
wouldn ' t go to full power,lapped,intake valve,addresses,1
wouldn ' t go to full power,lapped,seat,addresses,1
wouldn ' t start,checked,aircraft,investigates,1
wouldn ' t start,started,aircraft,investigates,1
wrong,installed,baffle tie wire,addresses,1
wrong,replaced,baffle tie wire,addresses,1
wrong position,installed,lock washer,addresses,1
yokes,adjusted,,addresses,1
yokes,adjusted,center turnbuckle,addresses,1
yokes,adjusted,control column,addresses,1
zero,ground,exhaust valve,investigates,1
zero,replaced,cylinder,addresses,1
zero,replaced,cylinder assembly,addresses,1
zero,replaced,exhaust valve,addresses,1
zero,replaced,piston,addresses,1
zero,test,,investigates,1
zero,tried staking,exhaust valve,addresses,1
zero,tried staking,exhaust valve,investigates,1
zero compression,dry tappet clearance checked,cylinder,investigates,1
zero compression,installed,valve train,addresses,1
zero compression,leak checked,aircraft,investigates,1
zero compression,leak checked,cylinder,investigates,1
zero compression,ran,aircraft,investigates,1
