node_id,label,type,mention_count,record_count
MAINT_ITEM:baffle . reinforcement angle,baffle . reinforcement angle,MAINT_ITEM,1,1
MAINT_ITEM:baffle anchor,baffle anchor,MAINT_ITEM,1,1
MAINT_ITEM:baffle angle bracket,baffle angle bracket,MAINT_ITEM,1,1
MAINT_ITEM:baffle anti-chafe strip,baffle anti-chafe strip,MAINT_ITEM,1,1
MAINT_ITEM:baffle attach bracket,baffle attach bracket,MAINT_ITEM,1,1
MAINT_ITEM:baffle attach plate,baffle attach plate,MAINT_ITEM,1,1
MAINT_ITEM:baffle attach screw,baffle attach screw,MAINT_ITEM,1,1
MAINT_ITEM:baffle attachment,baffle attachment,MAINT_ITEM,1,1
MAINT_ITEM:baffle attachment tab,baffle attachment tab,MAINT_ITEM,1,1
MAINT_ITEM:baffle back bracket,baffle back bracket,MAINT_ITEM,1,1
MAINT_ITEM:baffle barrel nut,baffle barrel nut,MAINT_ITEM,1,1
MAINT_ITEM:baffle below,baffle below,MAINT_ITEM,1,1
MAINT_ITEM:baffle bent,baffle bent,MAINT_ITEM,1,1
MAINT_ITEM:baffle black seal,baffle black seal,MAINT_ITEM,1,1
MAINT_ITEM:baffle blast tube,baffle blast tube,MAINT_ITEM,1,1
MAINT_ITEM:baffle bolt hole,baffle bolt hole,MAINT_ITEM,1,1
MAINT_ITEM:baffle bolt or screw,baffle bolt or screw,MAINT_ITEM,1,1
MAINT_ITEM:baffle bolts,baffle bolts,MAINT_ITEM,1,1
MAINT_ITEM:baffle bracket screw,baffle bracket screw,MAINT_ITEM,1,1
MAINT_ITEM:baffle bracket screws,baffle bracket screws,MAINT_ITEM,1,1
MAINT_ITEM:baffle button plugs,baffle button plugs,MAINT_ITEM,1,1
MAINT_ITEM:baffle caps,baffle caps,MAINT_ITEM,1,1
MAINT_ITEM:baffle center section,baffle center section,MAINT_ITEM,1,1
MAINT_ITEM:baffle chafi,baffle chafi,MAINT_ITEM,1,1
MAINT_ITEM:baffle connect wire,baffle connect wire,MAINT_ITEM,2,1
MAINT_ITEM:baffle connecting spring,baffle connecting spring,MAINT_ITEM,1,1
MAINT_ITEM:baffle connector plate,baffle connector plate,MAINT_ITEM,1,1
MAINT_ITEM:baffle connector rod,baffle connector rod,MAINT_ITEM,1,1
MAINT_ITEM:baffle corner support bracket,baffle corner support bracket,MAINT_ITEM,1,1
MAINT_ITEM:baffle cover cam,baffle cover cam,MAINT_ITEM,1,1
MAINT_ITEM:baffle crosstie,baffle crosstie,MAINT_ITEM,1,1
MAINT_ITEM:baffle deflector,baffle deflector,MAINT_ITEM,1,1
MAINT_ITEM:baffle doubler,baffle doubler,MAINT_ITEM,3,1
MAINT_ITEM:baffle felt,baffle felt,MAINT_ITEM,1,1
MAINT_ITEM:baffle grommet,baffle grommet,MAINT_ITEM,1,1
MAINT_ITEM:baffle hardware,baffle hardware,MAINT_ITEM,1,1
"MAINT_ITEM:baffle hole , plug","baffle hole , plug",MAINT_ITEM,1,1
MAINT_ITEM:baffle inner most,baffle inner most,MAINT_ITEM,1,1
MAINT_ITEM:baffle inner most baffle,baffle inner most baffle,MAINT_ITEM,1,1
MAINT_ITEM:baffle inner most baffle seal,baffle inner most baffle seal,MAINT_ITEM,1,1
MAINT_ITEM:baffle inner tie,baffle inner tie,MAINT_ITEM,1,1
MAINT_ITEM:baffle inner tie wire,baffle inner tie wire,MAINT_ITEM,1,1
MAINT_ITEM:baffle insp hole doubler,baffle insp hole doubler,MAINT_ITEM,1,1
MAINT_ITEM:baffle inspection hole,baffle inspection hole,MAINT_ITEM,1,1
MAINT_ITEM:baffle inspection hole doubler,baffle inspection hole doubler,MAINT_ITEM,1,1
MAINT_ITEM:baffle mount bracket,baffle mount bracket,MAINT_ITEM,1,1
MAINT_ITEM:baffle outer tie,baffle outer tie,MAINT_ITEM,1,1
MAINT_ITEM:baffle over rocker covers,baffle over rocker covers,MAINT_ITEM,1,1
MAINT_ITEM:baffle patches,baffle patches,MAINT_ITEM,1,1
MAINT_ITEM:baffle plu,baffle plu,MAINT_ITEM,1,1
MAINT_ITEM:baffle plug hole doubler,baffle plug hole doubler,MAINT_ITEM,1,1
MAINT_ITEM:baffle reinforcement angle,baffle reinforcement angle,MAINT_ITEM,1,1
MAINT_ITEM:baffle rivet,baffle rivet,MAINT_ITEM,1,1
MAINT_ITEM:baffle safety wire,baffle safety wire,MAINT_ITEM,1,1
MAINT_ITEM:baffle seal fastener,baffle seal fastener,MAINT_ITEM,1,1
MAINT_ITEM:baffle seal material,baffle seal material,MAINT_ITEM,1,1
MAINT_ITEM:baffle seal rivets,baffle seal rivets,MAINT_ITEM,1,1
MAINT_ITEM:baffle seal staple,baffle seal staple,MAINT_ITEM,1,1
MAINT_ITEM:baffle seals properly,baffle seals properly,MAINT_ITEM,1,1
MAINT_ITEM:baffle slot,baffle slot,MAINT_ITEM,1,1
MAINT_ITEM:baffle snap plug hole,baffle snap plug hole,MAINT_ITEM,1,1
MAINT_ITEM:baffle snap plug tab,baffle snap plug tab,MAINT_ITEM,1,1
MAINT_ITEM:baffle snap plugs,baffle snap plugs,MAINT_ITEM,1,1
MAINT_ITEM:baffle spark plug access,baffle spark plug access,MAINT_ITEM,1,1
MAINT_ITEM:baffle spark plug access button,baffle spark plug access button,MAINT_ITEM,1,1
MAINT_ITEM:baffle spark plug caps,baffle spark plug caps,MAINT_ITEM,1,1
MAINT_ITEM:baffle spark plug hole covers,baffle spark plug hole covers,MAINT_ITEM,1,1
MAINT_ITEM:baffle spr,baffle spr,MAINT_ITEM,1,1
MAINT_ITEM:baffle standoff,baffle standoff,MAINT_ITEM,1,1
MAINT_ITEM:baffle stiffener,baffle stiffener,MAINT_ITEM,1,1
MAINT_ITEM:baffle strips,baffle strips,MAINT_ITEM,1,1
MAINT_ITEM:baffle suppo,baffle suppo,MAINT_ITEM,1,1
MAINT_ITEM:baffle support fastener,baffle support fastener,MAINT_ITEM,1,1
MAINT_ITEM:baffle support screw,baffle support screw,MAINT_ITEM,1,1
MAINT_ITEM:baffle tension cable,baffle tension cable,MAINT_ITEM,1,1
MAINT_ITEM:baffle tension rod,baffle tension rod,MAINT_ITEM,1,1
MAINT_ITEM:baffle tensioner wire,baffle tensioner wire,MAINT_ITEM,1,1
MAINT_ITEM:baffle tie down,baffle tie down,MAINT_ITEM,1,1
MAINT_ITEM:baffle tie rod bolt,baffle tie rod bolt,MAINT_ITEM,1,1
MAINT_ITEM:baffle tie rod spacer,baffle tie rod spacer,MAINT_ITEM,1,1
MAINT_ITEM:baffle tie rod threads,baffle tie rod threads,MAINT_ITEM,1,1
MAINT_ITEM:baffle tie rod wire,baffle tie rod wire,MAINT_ITEM,1,1
MAINT_ITEM:baffle tie spring,baffle tie spring,MAINT_ITEM,1,1
MAINT_ITEM:baffle tie wire hole,baffle tie wire hole,MAINT_ITEM,1,1
MAINT_ITEM:baffle tie wires,baffle tie wires,MAINT_ITEM,1,1
MAINT_ITEM:baffle ties,baffle ties,MAINT_ITEM,1,1
MAINT_ITEM:baffle tube,baffle tube,MAINT_ITEM,1,1
MAINT_ITEM:baffle unsecure,baffle unsecure,MAINT_ITEM,1,1
MAINT_ITEM:baffle wire harness,baffle wire harness,MAINT_ITEM,1,1
MAINT_ITEM:baffle wire harness tab,baffle wire harness tab,MAINT_ITEM,1,1
MAINT_ITEM:baffle wire holder,baffle wire holder,MAINT_ITEM,1,1
MAINT_ITEM:baffle wire spring,baffle wire spring,MAINT_ITEM,1,1
MAINT_ITEM:baffle wire standoff,baffle wire standoff,MAINT_ITEM,1,1
MAINT_ITEM:baffles seals,baffles seals,MAINT_ITEM,1,1
MAINT_ITEM:bafflin,bafflin,MAINT_ITEM,1,1
MAINT_ITEM:baffling conection wire,baffling conection wire,MAINT_ITEM,1,1
MAINT_ITEM:baffling mount bracket,baffling mount bracket,MAINT_ITEM,1,1
MAINT_ITEM:baffling plug,baffling plug,MAINT_ITEM,1,1
MAINT_ITEM:baffling section,baffling section,MAINT_ITEM,1,1
MAINT_ITEM:barrel,barrel,MAINT_ITEM,1,1
MAINT_ITEM:base . nuts,base . nuts,MAINT_ITEM,1,1
MAINT_ITEM:base nuts,base nuts,MAINT_ITEM,1,1
MAINT_ITEM:battery box,battery box,MAINT_ITEM,1,1
MAINT_ITEM:battery box bracket,battery box bracket,MAINT_ITEM,1,1
MAINT_ITEM:battery case,battery case,MAINT_ITEM,1,1
MAINT_ITEM:battery cooling,battery cooling,MAINT_ITEM,1,1
MAINT_ITEM:bearing,bearing,MAINT_ITEM,1,1
MAINT_ITEM:below alternator mount,below alternator mount,MAINT_ITEM,1,1
MAINT_ITEM:between cooler,between cooler,MAINT_ITEM,1,1
MAINT_ITEM:bigger rivet,bigger rivet,MAINT_ITEM,1,1
MAINT_ITEM:black cowling seal,black cowling seal,MAINT_ITEM,1,1
MAINT_ITEM:blades,blades,MAINT_ITEM,1,1
MAINT_ITEM:blanket,blanket,MAINT_ITEM,1,1
MAINT_ITEM:blockage,blockage,MAINT_ITEM,1,1
MAINT_ITEM:blown out,blown out,MAINT_ITEM,1,1
MAINT_ITEM:bolt holes,bolt holes,MAINT_ITEM,1,1
MAINT_ITEM:bolt that attaches cowl flap levers,bolt that attaches cowl flap levers,MAINT_ITEM,1,1
MAINT_ITEM:bottom corner,bottom corner,MAINT_ITEM,1,1
MAINT_ITEM:bottom cowl,bottom cowl,MAINT_ITEM,1,1
MAINT_ITEM:bottom plugs,bottom plugs,MAINT_ITEM,1,1
MAINT_ITEM:bracket bolts,bracket bolts,MAINT_ITEM,1,1
MAINT_ITEM:bracket hardware,bracket hardware,MAINT_ITEM,1,1
MAINT_ITEM:bracket rivets,bracket rivets,MAINT_ITEM,1,1
MAINT_ITEM:bracket screw,bracket screw,MAINT_ITEM,1,1
MAINT_ITEM:bracket screws,bracket screws,MAINT_ITEM,1,1
MAINT_ITEM:bracket support,bracket support,MAINT_ITEM,1,1
MAINT_ITEM:brackets correctly,brackets correctly,MAINT_ITEM,1,1
MAINT_ITEM:brake,brake,MAINT_ITEM,1,1
MAINT_ITEM:brake linings,brake linings,MAINT_ITEM,2,1
MAINT_ITEM:breather line,breather line,MAINT_ITEM,1,1
MAINT_ITEM:breather tube,breather tube,MAINT_ITEM,1,1
MAINT_ITEM:bush rod,bush rod,MAINT_ITEM,1,1
MAINT_ITEM:button,button,MAINT_ITEM,1,1
MAINT_ITEM:button plug hole,button plug hole,MAINT_ITEM,1,1
MAINT_ITEM:cabin,cabin,MAINT_ITEM,1,1
MAINT_ITEM:cabin area,cabin area,MAINT_ITEM,1,1
MAINT_ITEM:cable sheath,cable sheath,MAINT_ITEM,2,1
MAINT_ITEM:cap,cap,MAINT_ITEM,1,1
MAINT_ITEM:carb air valve,carb air valve,MAINT_ITEM,1,1
MAINT_ITEM:carb fire,carb fire,MAINT_ITEM,1,1
MAINT_ITEM:carb heat bracket,carb heat bracket,MAINT_ITEM,1,1
MAINT_ITEM:carb heat did,carb heat did,MAINT_ITEM,1,1
MAINT_ITEM:carb heat shroud,carb heat shroud,MAINT_ITEM,2,1
MAINT_ITEM:carb heat valve,carb heat valve,MAINT_ITEM,2,1
MAINT_ITEM:carbon,carbon,MAINT_ITEM,1,1
MAINT_ITEM:carburetor,carburetor,MAINT_ITEM,1,1
MAINT_ITEM:card,card,MAINT_ITEM,1,1
MAINT_ITEM:carrier,carrier,MAINT_ITEM,1,1
MAINT_ITEM:case bolts,case bolts,MAINT_ITEM,1,1
MAINT_ITEM:case half,case half,MAINT_ITEM,1,1
MAINT_ITEM:causing cht,causing cht,MAINT_ITEM,1,1
MAINT_ITEM:center baffle screw,center baffle screw,MAINT_ITEM,1,1
MAINT_ITEM:center baffle seal,center baffle seal,MAINT_ITEM,1,1
MAINT_ITEM:center bracket,center bracket,MAINT_ITEM,1,1
MAINT_ITEM:center cowling inlet tube,center cowling inlet tube,MAINT_ITEM,1,1
MAINT_ITEM:center engine,center engine,MAINT_ITEM,1,1
MAINT_ITEM:center line,center line,MAINT_ITEM,1,1
MAINT_ITEM:center turnbuckle,center turnbuckle,MAINT_ITEM,1,1
MAINT_ITEM:chin cowl,chin cowl,MAINT_ITEM,1,1
MAINT_ITEM:chip,chip,MAINT_ITEM,1,1
MAINT_ITEM:chip detectors,chip detectors,MAINT_ITEM,1,1
MAINT_ITEM:chip plugs,chip plugs,MAINT_ITEM,1,1
"MAINT_ITEM:cht , egt wire anchor","cht , egt wire anchor",MAINT_ITEM,1,1
MAINT_ITEM:cht fitting,cht fitting,MAINT_ITEM,2,1
MAINT_ITEM:cht gauge,cht gauge,MAINT_ITEM,1,1
MAINT_ITEM:cht needle,cht needle,MAINT_ITEM,1,1
MAINT_ITEM:cht receptiles,cht receptiles,MAINT_ITEM,1,1
MAINT_ITEM:cht red,cht red,MAINT_ITEM,1,1
MAINT_ITEM:clam,clam,MAINT_ITEM,1,1
MAINT_ITEM:clinders,clinders,MAINT_ITEM,1,1
MAINT_ITEM:clip,clip,MAINT_ITEM,2,1
MAINT_ITEM:clog,clog,MAINT_ITEM,1,1
MAINT_ITEM:cluster,cluster,MAINT_ITEM,1,1
MAINT_ITEM:collar,collar,MAINT_ITEM,1,1
MAINT_ITEM:collective linkage,collective linkage,MAINT_ITEM,1,1
MAINT_ITEM:compressor blade,compressor blade,MAINT_ITEM,1,1
MAINT_ITEM:compressor first stage blade,compressor first stage blade,MAINT_ITEM,2,1
MAINT_ITEM:compressor rotor,compressor rotor,MAINT_ITEM,1,1
MAINT_ITEM:connecting components,connecting components,MAINT_ITEM,1,1
MAINT_ITEM:connection wire,connection wire,MAINT_ITEM,1,1
MAINT_ITEM:control,control,MAINT_ITEM,1,1
MAINT_ITEM:control cables,control cables,MAINT_ITEM,1,1
MAINT_ITEM:control column,control column,MAINT_ITEM,1,1
MAINT_ITEM:cooler system,cooler system,MAINT_ITEM,1,1
MAINT_ITEM:coolers,coolers,MAINT_ITEM,1,1
MAINT_ITEM:cooli,cooli,MAINT_ITEM,1,1
MAINT_ITEM:cooling ba,cooling ba,MAINT_ITEM,1,1
MAINT_ITEM:cooling baffle connecting rod,cooling baffle connecting rod,MAINT_ITEM,1,1
MAINT_ITEM:cooling baffle seal,cooling baffle seal,MAINT_ITEM,1,1
MAINT_ITEM:cooling baffling,cooling baffling,MAINT_ITEM,1,1
MAINT_ITEM:cooling fins,cooling fins,MAINT_ITEM,1,1
MAINT_ITEM:cooling hose,cooling hose,MAINT_ITEM,2,1
MAINT_ITEM:corner baffle,corner baffle,MAINT_ITEM,1,1
MAINT_ITEM:corner next,corner next,MAINT_ITEM,1,1
MAINT_ITEM:corner patch,corner patch,MAINT_ITEM,1,1
MAINT_ITEM:correct hardware,correct hardware,MAINT_ITEM,1,1
MAINT_ITEM:cotter pin,cotter pin,MAINT_ITEM,1,1
MAINT_ITEM:cover gaskets,cover gaskets,MAINT_ITEM,1,1
MAINT_ITEM:cover o-ring,cover o-ring,MAINT_ITEM,1,1
MAINT_ITEM:cover screw,cover screw,MAINT_ITEM,1,1
MAINT_ITEM:cover screws,cover screws,MAINT_ITEM,1,1
MAINT_ITEM:cowl cam,cowl cam,MAINT_ITEM,1,1
MAINT_ITEM:cowl dzus fasteners,cowl dzus fasteners,MAINT_ITEM,1,1
MAINT_ITEM:cowl flap,cowl flap,MAINT_ITEM,1,1
MAINT_ITEM:cowl mounts,cowl mounts,MAINT_ITEM,1,1
MAINT_ITEM:cowl panel rubber unsecure,cowl panel rubber unsecure,MAINT_ITEM,1,1
MAINT_ITEM:cowl seals,cowl seals,MAINT_ITEM,2,1
MAINT_ITEM:cowl shock mounts,cowl shock mounts,MAINT_ITEM,2,1
MAINT_ITEM:cowling and box,cowling and box,MAINT_ITEM,1,1
MAINT_ITEM:cowling baffle,cowling baffle,MAINT_ITEM,1,1
MAINT_ITEM:cowling seal,cowling seal,MAINT_ITEM,1,1
MAINT_ITEM:cowlnig,cowlnig,MAINT_ITEM,1,1
MAINT_ITEM:crank,crank,MAINT_ITEM,1,1
MAINT_ITEM:crankcase backbone,crankcase backbone,MAINT_ITEM,2,1
MAINT_ITEM:crankcase bolts,crankcase bolts,MAINT_ITEM,1,1
MAINT_ITEM:crankcase half,crankcase half,MAINT_ITEM,1,1
MAINT_ITEM:crankcase half bolt,crankcase half bolt,MAINT_ITEM,1,1
MAINT_ITEM:crankcase seal,crankcase seal,MAINT_ITEM,1,1
MAINT_ITEM:crankcase spin bolt,crankcase spin bolt,MAINT_ITEM,1,1
MAINT_ITEM:crew,crew,MAINT_ITEM,1,1
MAINT_ITEM:crosstie,crosstie,MAINT_ITEM,1,1
MAINT_ITEM:customer,customer,MAINT_ITEM,1,1
MAINT_ITEM:cylilnder,cylilnder,MAINT_ITEM,1,1
"MAINT_ITEM:cylinder , lueco","cylinder , lueco",MAINT_ITEM,1,1
MAINT_ITEM:cylinder anchor assembly,cylinder anchor assembly,MAINT_ITEM,1,1
MAINT_ITEM:cylinder anchor standby assembly,cylinder anchor standby assembly,MAINT_ITEM,1,1
MAINT_ITEM:cylinder baffle,cylinder baffle,MAINT_ITEM,1,1
MAINT_ITEM:cylinder base nut,cylinder base nut,MAINT_ITEM,1,1
MAINT_ITEM:cylinder base nuts,cylinder base nuts,MAINT_ITEM,1,1
MAINT_ITEM:cylinder drain line b nuts,cylinder drain line b nuts,MAINT_ITEM,1,1
MAINT_ITEM:cylinder flange,cylinder flange,MAINT_ITEM,1,1
MAINT_ITEM:cylinder injector nozzle,cylinder injector nozzle,MAINT_ITEM,1,1
MAINT_ITEM:cylinder nut,cylinder nut,MAINT_ITEM,1,1
MAINT_ITEM:cylinder nuts,cylinder nuts,MAINT_ITEM,1,1
MAINT_ITEM:cylinder rocker cover gaskets,cylinder rocker cover gaskets,MAINT_ITEM,1,1
MAINT_ITEM:cylinder spark plugs,cylinder spark plugs,MAINT_ITEM,1,1
MAINT_ITEM:cylinder wrap,cylinder wrap,MAINT_ITEM,1,1
MAINT_ITEM:debris,debris,MAINT_ITEM,1,1
MAINT_ITEM:deflector,deflector,MAINT_ITEM,1,1
MAINT_ITEM:dips,dips,MAINT_ITEM,1,1
MAINT_ITEM:dipstick housing,dipstick housing,MAINT_ITEM,1,1
MAINT_ITEM:dipstick tub,dipstick tub,MAINT_ITEM,1,1
MAINT_ITEM:dipstick tubes,dipstick tubes,MAINT_ITEM,1,1
MAINT_ITEM:dirt,dirt,MAINT_ITEM,1,1
MAINT_ITEM:doubler patch,doubler patch,MAINT_ITEM,1,1
MAINT_ITEM:doubler plates,doubler plates,MAINT_ITEM,1,1
MAINT_ITEM:drain,drain,MAINT_ITEM,1,1
MAINT_ITEM:drain clamp,drain clamp,MAINT_ITEM,1,1
MAINT_ITEM:drain hose clamp,drain hose clamp,MAINT_ITEM,1,1
MAINT_ITEM:drain lines,drain lines,MAINT_ITEM,1,1
MAINT_ITEM:driven fuel pump,driven fuel pump,MAINT_ITEM,1,1
MAINT_ITEM:duct tape,duct tape,MAINT_ITEM,2,1
MAINT_ITEM:egt probe,egt probe,MAINT_ITEM,1,1
MAINT_ITEM:egt standoff,egt standoff,MAINT_ITEM,1,1
MAINT_ITEM:egt variati,egt variati,MAINT_ITEM,1,1
MAINT_ITEM:egt wire probe standoffs,egt wire probe standoffs,MAINT_ITEM,1,1
MAINT_ITEM:elbow,elbow,MAINT_ITEM,1,1
MAINT_ITEM:electrical lines,electrical lines,MAINT_ITEM,1,1
MAINT_ITEM:electrical wiring,electrical wiring,MAINT_ITEM,1,1
MAINT_ITEM:engine breather fitting,engine breather fitting,MAINT_ITEM,1,1
MAINT_ITEM:engine casing,engine casing,MAINT_ITEM,1,1
MAINT_ITEM:engine control,engine control,MAINT_ITEM,1,1
MAINT_ITEM:engine controls,engine controls,MAINT_ITEM,1,1
MAINT_ITEM:engine drain line,engine drain line,MAINT_ITEM,1,1
MAINT_ITEM:engine drain lines,engine drain lines,MAINT_ITEM,1,1
MAINT_ITEM:engine fire,engine fire,MAINT_ITEM,1,1
MAINT_ITEM:engine kicks,engine kicks,MAINT_ITEM,1,1
MAINT_ITEM:engine mount bolt hole,engine mount bolt hole,MAINT_ITEM,1,1
MAINT_ITEM:exciter,exciter,MAINT_ITEM,1,1
MAINT_ITEM:exhaust alve,exhaust alve,MAINT_ITEM,1,1
MAINT_ITEM:exhaust assembly,exhaust assembly,MAINT_ITEM,1,1
MAINT_ITEM:exhaust gasket,exhaust gasket,MAINT_ITEM,2,1
MAINT_ITEM:exhaust guide tight,exhaust guide tight,MAINT_ITEM,1,1
MAINT_ITEM:exhaust lifter,exhaust lifter,MAINT_ITEM,1,1
MAINT_ITEM:exhaust push rod seals,exhaust push rod seals,MAINT_ITEM,1,1
MAINT_ITEM:exhaust push rod tube seal,exhaust push rod tube seal,MAINT_ITEM,1,1
MAINT_ITEM:exhaust push rod tube seals,exhaust push rod tube seals,MAINT_ITEM,1,1
MAINT_ITEM:exhaust push tube,exhaust push tube,MAINT_ITEM,2,1
MAINT_ITEM:exhaust seal,exhaust seal,MAINT_ITEM,1,1
MAINT_ITEM:exhaust v,exhaust v,MAINT_ITEM,1,1
MAINT_ITEM:exhaust valve burnt,exhaust valve burnt,MAINT_ITEM,1,1
MAINT_ITEM:exhaust wiring,exhaust wiring,MAINT_ITEM,1,1
MAINT_ITEM:external linkage,external linkage,MAINT_ITEM,1,1
MAINT_ITEM:extra bracket,extra bracket,MAINT_ITEM,1,1
MAINT_ITEM:extra spark plug,extra spark plug,MAINT_ITEM,2,1
MAINT_ITEM:fasteners,fasteners,MAINT_ITEM,1,1
MAINT_ITEM:ferrule,ferrule,MAINT_ITEM,1,1
MAINT_ITEM:filler tube,filler tube,MAINT_ITEM,1,1
MAINT_ITEM:filter housing,filter housing,MAINT_ITEM,1,1
MAINT_ITEM:fireseal,fireseal,MAINT_ITEM,2,1
MAINT_ITEM:firewall sea,firewall sea,MAINT_ITEM,1,1
MAINT_ITEM:firewalls,firewalls,MAINT_ITEM,1,1
MAINT_ITEM:flexible tube,flexible tube,MAINT_ITEM,1,1
MAINT_ITEM:flight data monitoring card,flight data monitoring card,MAINT_ITEM,1,1
MAINT_ITEM:fluid lines,fluid lines,MAINT_ITEM,1,1
MAINT_ITEM:foam seal,foam seal,MAINT_ITEM,1,1
MAINT_ITEM:front baffling,front baffling,MAINT_ITEM,1,1
MAINT_ITEM:fuel control,fuel control,MAINT_ITEM,1,1
MAINT_ITEM:fuel distributor line,fuel distributor line,MAINT_ITEM,1,1
MAINT_ITEM:fuel filter,fuel filter,MAINT_ITEM,1,1
MAINT_ITEM:fuel flow transducer,fuel flow transducer,MAINT_ITEM,1,1
MAINT_ITEM:fuel flow transducer wire,fuel flow transducer wire,MAINT_ITEM,1,1
MAINT_ITEM:fuel injector lines,fuel injector lines,MAINT_ITEM,1,1
MAINT_ITEM:fuel nozzles,fuel nozzles,MAINT_ITEM,1,1
MAINT_ITEM:fuel placard,fuel placard,MAINT_ITEM,1,1
MAINT_ITEM:fuel stains,fuel stains,MAINT_ITEM,1,1
MAINT_ITEM:fuel supply hose,fuel supply hose,MAINT_ITEM,1,1
MAINT_ITEM:fuzz,fuzz,MAINT_ITEM,2,1
MAINT_ITEM:gakset,gakset,MAINT_ITEM,1,1
MAINT_ITEM:gask,gask,MAINT_ITEM,1,1
MAINT_ITEM:gasket material,gasket material,MAINT_ITEM,1,1
MAINT_ITEM:gasket off,gasket off,MAINT_ITEM,1,1
MAINT_ITEM:gauge,gauge,MAINT_ITEM,1,1
MAINT_ITEM:generator cooling tu,generator cooling tu,MAINT_ITEM,1,1
MAINT_ITEM:governor,governor,MAINT_ITEM,1,1
MAINT_ITEM:governor baffle seal,governor baffle seal,MAINT_ITEM,1,1
MAINT_ITEM:governor four turns coun,governor four turns coun,MAINT_ITEM,1,1
MAINT_ITEM:governor washer,governor washer,MAINT_ITEM,1,1
MAINT_ITEM:greater,greater,MAINT_ITEM,1,1
MAINT_ITEM:grommet hole,grommet hole,MAINT_ITEM,1,1
MAINT_ITEM:ground cable,ground cable,MAINT_ITEM,1,1
MAINT_ITEM:ground strap,ground strap,MAINT_ITEM,2,1
MAINT_ITEM:ground wire,ground wire,MAINT_ITEM,1,1
MAINT_ITEM:ground wire strap,ground wire strap,MAINT_ITEM,1,1
MAINT_ITEM:grounding,grounding,MAINT_ITEM,1,1
MAINT_ITEM:grounding point,grounding point,MAINT_ITEM,1,1
MAINT_ITEM:grounding points,grounding points,MAINT_ITEM,1,1
MAINT_ITEM:grounding straps,grounding straps,MAINT_ITEM,1,1
MAINT_ITEM:grounding wire,grounding wire,MAINT_ITEM,1,1
MAINT_ITEM:guide hole,guide hole,MAINT_ITEM,1,1
MAINT_ITEM:guides,guides,MAINT_ITEM,2,1
MAINT_ITEM:hanger nuts,hanger nuts,MAINT_ITEM,1,1
MAINT_ITEM:hardened chafe wrap,hardened chafe wrap,MAINT_ITEM,1,1
MAINT_ITEM:hardwared,hardwared,MAINT_ITEM,1,1
MAINT_ITEM:harness anchors,harness anchors,MAINT_ITEM,1,1
MAINT_ITEM:harness clamp,harness clamp,MAINT_ITEM,1,1
MAINT_ITEM:heat inlet,heat inlet,MAINT_ITEM,2,1
MAINT_ITEM:heli-coil kit,heli-coil kit,MAINT_ITEM,1,1
MAINT_ITEM:helicoil,helicoil,MAINT_ITEM,1,1
MAINT_ITEM:helo,helo,MAINT_ITEM,1,1
MAINT_ITEM:hi-temperature silicone,hi-temperature silicone,MAINT_ITEM,1,1
MAINT_ITEM:hidden damage,hidden damage,MAINT_ITEM,1,1
MAINT_ITEM:high temperature rtb,high temperature rtb,MAINT_ITEM,1,1
MAINT_ITEM:high temperature rtv,high temperature rtv,MAINT_ITEM,1,1
MAINT_ITEM:high temperature silicone sealant,high temperature silicone sealant,MAINT_ITEM,1,1
MAINT_ITEM:hoist loop bolt,hoist loop bolt,MAINT_ITEM,1,1
MAINT_ITEM:hoisting ring bolt,hoisting ring bolt,MAINT_ITEM,1,1
MAINT_ITEM:hold bracket,hold bracket,MAINT_ITEM,1,1
MAINT_ITEM:hold down,hold down,MAINT_ITEM,1,1
MAINT_ITEM:hold down angle,hold down angle,MAINT_ITEM,1,1
MAINT_ITEM:hold down nuts,hold down nuts,MAINT_ITEM,1,1
MAINT_ITEM:hole plugs,hole plugs,MAINT_ITEM,1,1
MAINT_ITEM:hover power,hover power,MAINT_ITEM,1,1
MAINT_ITEM:hung,hung,MAINT_ITEM,1,1
MAINT_ITEM:hydrauli,hydrauli,MAINT_ITEM,1,1
MAINT_ITEM:idle mixture linkage,idle mixture linkage,MAINT_ITEM,1,1
MAINT_ITEM:ignition lead,ignition lead,MAINT_ITEM,1,1
MAINT_ITEM:ignition leads,ignition leads,MAINT_ITEM,1,1
MAINT_ITEM:ignition top leads,ignition top leads,MAINT_ITEM,1,1
MAINT_ITEM:inatke gasket,inatke gasket,MAINT_ITEM,1,1
MAINT_ITEM:indication tube gaskets,indication tube gaskets,MAINT_ITEM,1,1
MAINT_ITEM:induction air filter,induction air filter,MAINT_ITEM,1,1
MAINT_ITEM:induction elbow,induction elbow,MAINT_ITEM,1,1
MAINT_ITEM:induction elbow drain tube,induction elbow drain tube,MAINT_ITEM,1,1
MAINT_ITEM:induction gasket,induction gasket,MAINT_ITEM,1,1
MAINT_ITEM:induction pipes,induction pipes,MAINT_ITEM,1,1
MAINT_ITEM:info,info,MAINT_ITEM,1,1
MAINT_ITEM:injection line,injection line,MAINT_ITEM,1,1
MAINT_ITEM:injector lin,injector lin,MAINT_ITEM,1,1
MAINT_ITEM:inlet screen cowl panel rubber unsecure,inlet screen cowl panel rubber unsecure,MAINT_ITEM,1,1
MAINT_ITEM:inlet screen wire,inlet screen wire,MAINT_ITEM,1,1
