ident,text,items,faults,actions
100157,"RIGHT-HAND ENGINE ROUGH IN FLIGHT . RAN AIRCRAFT , COULDN ' T DUPLICATE DISCREPANCY . NO DEFECTS NOTED",engine; aircraft,rough,ran
100158,NUMBER ONE AND NUMBER THREE ROCKER COVERS ARE LEAKING . REMOVED AND REPLACED ONE AND THREE ROCKER COVERS .,rocker covers,leaking,removed; replaced
100159,RIGHT-HAND FORWARD BAFFLE SEAL LOOSE . RESECURED BAFFLE SEAL .,baffle seal,loose,resecured
100160,"WHILE TAXIING , ENGINE QUIT . FOUND NUMBER FOUR INTAKE WAS LEAKING . REMOVED AND REPLACED INTAKE",engine; intake,quit; leaking,removed; replaced
100161,"RIGHT-HAND ENGINE , FORWARD INBOARD BAFFLE HAS SMALL CRACK . STOP DRILLED CRACK .",engine; baffle,crack,stop drilled
100162,"BOTH ENGINES , ALL ROCKER COVERS LOOSE . TIGHTENED ALL SCREWS FOR ROCKER COVERS .",engines; rocker covers; screws,loose,tightened
100163,LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . OPERATIONS AND LEAK CHECKED GOOD .,engine,,removed; repair; operations and leak checked
100164,RIGHT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . OPERATIONS AND LEAK CHECKED GOOD .,engine,,removed; repair; operations and leak checked
100165,RIGHT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . INSTALLED RIGHT-HAND ENGINE TO AIRFRAME .,engine; airframe,,removed; repair; installed
100166,RIGHT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . FINISHED INSTALLING NACELLE WIRING .,engine; nacelle wiring,,removed; repair; finished installing
100167,LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . FINISHED REINSTALL OF NACELLE WIRING .,engine; nacelle wiring,,removed; repair; finished reinstall
100168,RIGHT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . CONTINUED WIRING AND ENGINE CONTROL INSTALLATION .,engine; wiring; control,,removed; repair
100169,LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . PRESERVED CYLINDERS . PREPARED ENGINE FOR STORAGE .,engine; cylinders,,removed; repair; preserved; prepared
100170,RIGHT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . SEALED CONTROL CABLE AND ELECTRICAL HARNESS AT FIREWALL .,engine; control cable; electrical harness,,removed; repair; sealed
100171,"LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . INSTALLED AND TIMED MAGNETOS . ROUTED , CONNECTED WIRING",engine; magnetos; wiring,,removed; repair; installed; timed; routed; connected
100172,LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . UNPACKED ENGINE FROM PALLET . INSTALLED ENGINE ASSEMBLY TO A,engine; pallet; engine assembly,,removed; repair; unpacked; installed
100173,"LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . RAN WIRING THROUGH FIREWALL , RAN CABLES THROUGH FIREWAL",engine; cables,,removed; repair; ran
100174,"LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . ROUTED AND SECURED WIRING , FUEL AND OIL LINES , CONTROL CABLE",engine; wiring; fuel and oil lines; oil lines; control cable,,removed; repair; routed; secured
100175,LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . SEALED CONTROL CABLE AND ELECTRICAL HARNESS AT FIREWALL .,engine; control cable; electrical harness,,removed; repair; sealed
100176,"LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . CLEANED PLUGS , SERVICED OIL . RAN LEFT-HAND ENGINE , ALL INDICA",engine; plugs; oil,,removed; repair; cleaned; serviced; ran
100177,"LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . REMOVED LEFT ENGINE , PROPELLER , MOUNT ASSEMBLY .",engine; propeller; mount assembly,,removed; repair
100178,LEFT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . REMOVED OIL SUMP AND ACCESSORY CASE . INSPECTED IN ACCORDANCE WITH,engine; oil sump; accessory case,,removed; repair; inspected
100179,RIGHT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . STARTED WIRING INSTALLATION AND CONTROL CABLE INSTALLATIO,engine; control cable,,removed; repair; started wiring installation
100180,RIGHT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . CONTINUED WIRING AND CONTROL CABLE ROUTING . CONNECTED COW,engine; wiring; control cable,routing,removed; repair; connected
100181,RIGHT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . CONNECTED WIRING AND SECURED . ATTACHED AND RIGGED ENGINE CO,engine; wiring,,removed; repair; connected; secured; attached; rigged
100182,"RIGHT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . CLEANED PLUGS , SERVICED OIL . RAN ENGINE , ALL INDICATION",engine; plugs; oil,,removed; repair; cleaned; serviced; ran
100183,"RIGHT-HAND ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR . REMOVED RIGHT-HAND ENGINE , PROPELLER , MOUNT ASSEMBLY . PRESERVED CYLINDERS . PAL",engine; propeller; cylinders,,removed; repair; preserved
100184,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR . REMOVED ENGINE .,engine; firewall,,remove; repair; removed
100185,REINSTALL ENGINE AFTER REPAIR TO FIREWALL . INSTALLED ENGINE AFTER REPAIR TO FIREWALL WAS COMPLETED,engine; firewall,,reinstall; installed
100186,REINSTALL ENGINE AFTER REPAIR TO FIREWALL . FIREWALL REPAIRED BY ODEGAARD WINGS .,engine; firewall; wings,,reinstall; repaired; odegaard
100187,NUMBER TWO AND NUMBER FOUR INTAKE GASKET LEAKING . REMOVED AND REPLACED NUMBER TWO AND NUMBER FOUR INTAKE GASKETS .,intake gasket; intake gaskets,leaking,removed; replaced
100188,NUMBER TWO INTAKE LEAKING . REMOVED AND REPLACED INTAKE GASKET .,intake; intake gasket,leaking,removed; replaced
100189,NUMBER THREE ROCKER COVER LEAKING . REMOVED AND REPLACED NUMBER THREE ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,removed; replaced
100190,AFT BAFFLE SCREW LOOSE . TIGHTENED BAFFLE SCREW .,baffle screw,loose,tightened
100191,NUMBER FOUR REAR ENGINE BAFFLE CRACKED . STOP DRILLED CRACK .,engine; baffle,cracked; crack,stop drilled
100192,"INDUCTION TUBE HOSE CLAMPS LOOSE , ALL CYLINDERS . TIGHTENED HOSE CLAMPS .",induction tube; hose clamps; cylinders,loose,tightened
100193,NUMBER THREE CYLINDER EXHAUST SEAL LEAKING . REMOVED AND REPLACED SEAL .,cylinder; exhaust seal; seal,leaking,removed; replaced
100194,FELT ON NUMBER ONE AND NUMBER THREE BAFFLE COMING LOOSE . PREPPED AREA AND APPLIED SEALANT .,baffle; sealant,loose,prepped; applied
100195,ENGINE BAFFLE BUTTONS WORN . REMOVED AND REPLACED ENGINE BAFFLE BUTTONS ON LEFT-HAND AND RIGHT-HAND .,engine; baffle buttons,worn,removed; replaced
100196,MISSING SCREW ON NUMBER THREE ROCKER COVER . INSTALLED NEW SCREW .,screw; rocker cover,missing,installed
100197,NUMBER TWO AND NUMBER FOUR INTAKES ARE LEAKING . REMOVED AND REPLACED INTAKE GASKETS .,intakes; intake gaskets,leaking,removed; replaced
100198,NUMBER TWO ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED ROCKER COVER GASKET .,rocker cover gasket,leaking,removed; replaced
100199,"ENGINE RUNS ROUGH AFTER START . ENGINE SHUTDOWN WHEN POWER STARTED AIRCRAFT , VERIFIED ENGINE RUNS VERY ROUGH . NUMBER THREE EGT WA",engine; aircraft; egt,runs rough; shutdown; runs very rough,started; verified
100200,ENGINE RUNS ROUGH AFTER START . ENGINE SHUTDOWN WHEN POWER PERFORMED SERVICE INSTRUCTION 388C ON ALL 4 CYLINDERS . REAMED EXHAUST VA,engine; cylinders; exhaust va,runs rough; shutdown; shutdown when,performed; reamed
100201,"LACING CORD LOOSE ON SCAT TUBING PLUS IGNITION LEAD TO FRAME , RIGHT-HAND SI REPLACED BOTH LACINGS .",lacing cord; scat tubing; ignition lead; frame; lacings,loose,replaced
100202,ALL ROCKER COVER SCREWS ARE LOOSE ON LEFT-HAND ENGINE . TIGHTENED ALL SCREWS .,rocker cover screws; engine; screws,loose,tightened
100203,NUMBER TWO INTAKE LEAKING ON RIGHT-HAND ENGINE . REMOVED AND REPLACED NUMBER TWO INTAKE GASKET ON RIGHT-HAND ENGINE .,intake; engine; intake gasket,leaking,removed; replaced
100204,"INTAKES 2 , # AND 4 LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED INTAKE GASKET TWO , THREE AND FOUR ON LEFT-HAND ENGINE",intakes; engine; intake gasket,leaking,removed; replaced
100205,ROCKER COVERS TWO AND FOUR LEAKING ON RIGHT-HAND ENGINE . REMOVED AND REPLACED NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS ON RIGHT-HAND E,rocker covers; engine; rocker cover gaskets,leaking,removed; replaced
100206,"ON RIGHT ENGINE START , ENGINE RAN VERY ROUGH . REMOVED AND REPLACED NUMBER THREE CYLINDER ASSEMBLY . REMOVED ONE , TWO , AND FOUR EXHAUST",engine; cylinder assembly; exhaust,ran very rough,removed; replaced
100207,"ON RIGHT ENGINE START , ENGINE RAN VERY ROUGH . RAN ENGINE , NUMBER THREE CYLINDER NO EGT . PULLED PROPELLER THROUGH FOUR COMPRE",engine; cylinder; propeller,no egt; ran very rough,ran; pulled
100208,NUMBER TWO INTAKE IS LEAKING . REMOVED AND REPLACED INTAKE GASKETS .,intake; intake gaskets,leaking,removed; replaced
100209,CYLINDER NUMBER TWO INTAKE GASKET IS LEAKING . REMOVED AND REPLACED CYLINDER NUMBER TWO INTAKE GASKET .,cylinder; intake gasket,leaking,removed; replaced
100210,CYLINDER NUMBER TWO AND NUMBER THREE ROCKER COVERS LEAKING . REMOVED AND REPLACED CYLINDER NUMBER TWO AND NUMBER THREE ROCKER COVER GASKETS .,cylinder; rocker covers; rocker cover gaskets,leaking,removed; replaced
100211,"CYLINDER NUMBER THREE AFT BAFFLE INBOARD SCREW BRACKET RIVETS ARE SHEARED OFF . REMOVED CYLINDER NUMBER THREE AFT BAFFLE , REPLACED BROKEN FASTENERS",cylinder; baffle; screw bracket; rivets,sheared; broken,removed; replaced
100212,NUMBER THREE ROCKER COVER LEAKING . REMOVED AND REPLACED ROCKER COVER WITH NEW .,rocker cover,leaking,removed; replaced
100213,NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS LEAKING . REMOVED AND REPLACED GASKETS .,rocker cover gaskets; gaskets,leaking,removed; replaced
100214,RIGHT-HAND ENGINE NUMBER TWO INTAKE IS LEAKING . REMOVED AND REPLACED GASKET .,engine; intake; gasket,leaking,removed; replaced
100215,LEFT-HAND ENGINE NUMBER FOUR ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED GASKET .,engine; rocker cover gasket; gasket,leaking,removed; replaced
100216,"RIGHT-HAND ENGINE , ALL FOUR ROCKER COVER GASKETS SEEPING . REMOVED AND REPLACED ALL GASKETS .",engine; rocker cover gaskets; gaskets,seeping,removed; replaced
100217,RIGHT-HAND REAR ENGINE BAFFLE SCREW MISSING . INSTALLED NEW SCREW .,engine; baffle screw; screw,missing,installed
100218,"ROCKER BOX COVER SCREWS LOOSE , ALL CYLINDERS . RETORQUED SCREWS .",rocker box cover screws; cylinders; screws,loose,
100219,"INDUCTION TUBE HOSE CLAMPS LOOSE , ALL CYLINDERS . TIGHTENED HOSE CLAMPS .",induction tube; hose clamps; cylinders,loose,tightened
100220,NUMBER TWO INTAKE LEAKING . REMOVED AND REPLACED NUMBER TWO INTAKE GASKET .,intake; intake gasket,leaking,removed; replaced
100221,NUMBER FOUR ROCKER COVER IS LEAKING . REMOVED AND REPLACED ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,removed; replaced
100222,"INDUCTION TUBE HOSE CLAMPS LOOSE , ALL CYLINDERS . TIGHTENED HOSE CLAMPS .",induction tube; hose clamps; cylinders,loose,tightened
100223,NUMBER TWO AND NUMBER FOUR ROCKER BOX COVER SCREWS LOOSE . RETORQUED NUMBER TWO AND NUMBER FOUR ROCKER BOX COVER SCREWS .,rocker box cover screws,loose,
100224,LEFT-HAND ENGINE NUMBER ONE INTAKE LEAKING . REMOVED AND REPLACED LEFT-HAND NUMBER ONE INTAKE GASKET .,engine; intake; intake gasket,leaking,removed; replaced
100225,RIGHT-HAND ENGINE NUMBER TWO AND NUMBER ONE INTAKE LEAKING . REMOVED AND REPLACED RIGHT-HAND ENGINE INTAKE GASKETS ONE AND TWO .,engine; intake; intake gaskets,leaking,removed; replaced
100226,RIGHT-HAND FORWARD UPPER BAFFLE SEAL IS LOOSE . REPLACED BAFFLE SEAL .,upper baffle seal; baffle seal,loose,replaced
100227,NUMBER FOUR ROCKER COVER IS LEAKING . REMOVED AND REPLACED GASKET .,rocker cover; gasket,leaking,removed; replaced
100228,ROCKER BOX COVER SCREWS LOOSE . RETORQUE ROCKER BOX COVER SCREWS .,rocker box cover screws,loose,
100229,NUMBER FOUR ROCKER GASKET LEAKING . REPLACED ROCKER GASKET .,rocker gasket,leaking,replaced
100230,NUMBER TWO ROCKER COVER IS LEAKING . REMOVED AND REPLACED ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,removed; replaced
100231,"NUMBER FOUR CYLINDER HAS NO COMPRESSION . INSTALLED NEW GASKET , LEAK CHECK GOOD .",cylinder; gasket,no compression,installed; leak check
100232,"NUMBER FOUR CYLINDER HAS NO COMPRESSION . INSPECTED VALVES , FOUND NO DEFECTS . RAN AIRCRAFT AND RECHECKED",cylinder; valves; aircraft,no compression,inspected; ran; rechecked
100233,SCREW MISSING ON NUMBER THREE BAFFLE . REPLACED SCREW .,screw; baffle,missing,replaced
100234,NUMBER TWO ROCKER COVER IS LEAKING . REPLACED GASKET .,rocker cover; gasket,leaking,replaced
100235,INDUCTION TUBE HOSE CLAMPS LOOSE . TIGHTENED HOSE CLAMPS .,induction tube; hose clamps,loose,tightened
100236,RIGHT-HAND ENGINE CYLINDER NUMBER THREE INTAKE IS LEAKING . REPLACED INTAKE GASKET .,engine; cylinder; intake; intake gasket,leaking,replaced
100237,LEFT-HAND ENGINE NUMBER FOUR INDUCTION TUBE GASKET LEAKING . REPLACED INTAKE GASKET .,engine; induction tube gasket; intake gasket,leaking,replaced
100238,LEFT-HAND ENGINE CYLINDER NUMBER ONE FORWARD BAFFLE SEAL IS LOOSE . RESECURED NUMBER ONE FORWARD BAFFLE SEAL .,engine; cylinder; baffle seal,loose,resecured
100239,"LEFT-HAND ENGINE NUMBERS ONE , TWO AND THREE ROCKER BOX COVERS LEAKING . REPLACED ROCKER COVER GASKETS .",engine; rocker box covers; rocker cover gaskets,leaking,replaced
100240,RIGHT-HAND ENGINE NUMBER TWO INTAKE TUBE GASKET IS LEAKING . INSTALLED NEW NUMBER TWO INTAKE TUBE GASKET .,engine; intake tube gasket,leaking,installed
100241,RIGHT-HAND ENGINE ALL ROCKER COVER GASKETS LEAKING . INSTALLED NEW RIGHT-HAND ENGINE ROCKER BOX COVER GASKETS .,engine; rocker cover gaskets; rocker box cover gaskets,leaking,installed
100242,AFT BAFFLE BRACKET RIVETS SHEARED . RESECURED BAFFLE BRACKET .,baffle bracket; rivets,sheared,resecured
100243,NUMBER THREE AFT BAFFLE IS WORN THROUGH AT INBOARD CYLINDER WRAP . REMOVED WORN PIECE . FABRICATED REPLACEMENT FROM LIKE MA,baffle; cylinder wrap; like ma,worn; worn through,removed; fabricated; fabricated replacement; replacement
100244,FRONT RIGHT-HAND BAFFLE SIDE HAS A CRACK BY SCREW . STOP DRILLED CRACK .,screw,crack,stop drilled
100245,FRONT RIGHT-HAND BAFFLE WORN THROUGH FROM MUFFLER SHROUD . REMOVED BAFFLE .,baffle; muffler shroud,worn,removed
100246,FRONT RIGHT-HAND BAFFLE WORN THROUGH FROM MUFFLER SHROUD . FABRICATED PATCH WITH LIKE MATERIALS . RIVETED IN ACCORDANCE WITH LIKE MATERIALS . RIVETED IN ACCORDANCE,baffle; muffler shroud; patch; like materials,,fabricated; riveted
100247,"NUMBERS TWO , THREE AND FOUR ROCKER GASKETS LEAKING . REPLACED NUMBERS TWO , THREE AND FOUR ROCKER GASKETS . LEAK CHECK GOOD .",rocker gaskets,leaking,replaced; leak check
100248,NUMBER THREE AFT BAFFLE CRACKED IN SEVERAL PLACES . INSTALLED NEW BAFFLE .,baffle,cracked,installed
100249,NUMBER THREE AFT BAFFLE CRACKED IN SEVERAL PLACES . REMOVED RIGHT-HAND REAR BAFFLE .,baffle,cracked,removed
100250,SCREW MISSING IN NUMBER FOUR ROCKER COVER . INSTALLED AND TORQUED NEW SCREW IN NUMBER FOUR ROCKER BOX COVER .,screw; rocker cover; rocker box cover,missing,installed; torqued
100251,NUMBER TWO INTAKE IS LEAKING . REPLACED GASKET .,intake; gasket,leaking,replaced
100252,BRACKET SECURING OIL LINE TO NUMBER TWO CYLINDER BROKEN . REMOVED AND REPLACED BRACKET .,bracket; oil line; cylinder,broken,removed; replaced
100253,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR . REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS .,engine; firewall; wings,,remove; repair; removed; odegaard
100254,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR . REINSTALLED ENGINE IN ACCORDANCE WITH MAINTENANCE MAN,engine,,remove; repair; reinstalled
100255,NUMBER TWO ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET .,rocker cover gasket,leaking,removed; replaced
100256,NUMBER TWO AND NUMBER FOUR ROCKER COVERS ARE LEAKING . REMOVED AND REPLACED GASKETS .,rocker covers; gaskets,leaking,removed; replaced
100257,"DOING MAX PERFORM TAKEOFF AT 3200 , MANIFOLD PRESSURE WON FEET T GO ANY HIGHER THAN 24 REQUIRES MAINTENANCE FLIGHT TO VERIFY DISCREPANCY",,won feet t go any higher,maintenance flight
100258,"ROCKER COVER GASKETS ONE , THREE AND FOUR LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS ONE , THREE AND FOUR .",rocker cover gaskets,leaking,removed; replaced
100259,NUMBER TWO AND NUMBER FOUR CYLINDER ROCKER COVER GASKETS LEAKING . REMOVED AND REPLACED NUMBER TWO AND NUMBER FOUR GASKETS .,cylinder; rocker cover gaskets; gaskets,leaking,removed; replaced
100260,"NUMBERS ONE , TWO AND THREE ROCKER BOX COVER SCREWS LOOSE . TIGHTENED SCREWS .",rocker box cover screws; screws,loose,tightened
100261,NUMBER ONE AND NUMBER THREE ROCKER COVERS LEAKING . REMOVED AND REPLACED NUMBER ONE AND NUMBER THREE ROCKER COVER GASKETS .,rocker covers; rocker cover gaskets,leaking,removed; replaced
100262,"ROCKER BOX COVER SCREWS LOOSE , ALL CYLINDERS . TIGHTENED SCREWS .",rocker box cover screws; cylinders; screws,loose,tightened
100263,"INDUCTION TUBE HOSE CLAMPS LOOSE , ALL CYLINDERS . TIGHTENED HOSE CLAMPS .",induction tube; hose clamps; cylinders,loose,tightened
100264,NUMBER THREE INTAKE LEAKING AT CLAMP . READJUSTED AND TIGHTENED CLAMP .,intake; clamp,leaking,readjusted; tightened
100265,NUMBER TWO INTAKE GASKET LEAKING . REMOVED AND REPLACED INTAKE GASKET WITH NEW .,intake gasket,leaking,removed; replaced
100266,"RIVET PULLED THROUGH BAFFLE SEAL , NUMBER ONE CYLINDER . REMOVED OLD RIVET AND INSTALLED NEW RIVET .",rivet; baffle seal; cylinder,pulled through,removed; installed
100267,NUMBER THREE ROCKER COVER LEAKING . REMOVED AND REPLACED GASKET .,rocker cover; gasket,leaking,removed; replaced
100268,LEFT-HAND ENGINE INBOARD BAFFLE INTERCONNECT ROD BROKEN . REMOVED AND REPLACED BAFFLE INTERCONNECT ROD .,engine; baffle interconnect rod,broken,removed; replaced
100269,NUMBER TWO INDUCTION TUBE HOSE CLAMP BROKEN . INSTALLED NEW HOSE CLAMP .,induction tube; hose clamp,broken,installed
100270,"NUMBERS ONE , TWO , AND THREE CYLINDER INTAKE GASKETS LEAKING . INSTALLED NEW INTAKE GASKETS .",cylinder; intake gaskets,leaking,installed
100271,NUMBER FOUR ROCKER COVER IS LEAKING . REMOVED AND REPLACED NUMBER FOUR ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,removed; replaced
100272,AFT RIGHT-HAND BAFFLE HAS MISSING RIVET . REMOVED AND REPLACED RIVET .,baffle; rivet,missing,removed; replaced
100273,NUMBER TWO AND NUMBER FOUR ROCKER COVERS LEAKING . REMOVED AND REPLACED NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS .,rocker covers; rocker cover gaskets,leaking,removed; replaced
100274,RING GEAR HAS TOO MANY DAMAGED TEETH . REMOVED PROPELLER AND INSTALLED SERVICEABLE RING GEAR ASSEMBLY . IN,ring gear; propeller; ring gear assembly,too many; too many damaged; damaged,removed; installed
100275,NUMBER THREE CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE . LEAK CHECK GOOD .,cylinder; oil return line; wire bundle,chafing,leak check
100276,NUMBER THREE CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE . REMOVED AND REPLACED OIL RETURN LINE .,cylinder; oil return line; wire bundle,chafing,removed; replaced
100277,RIGHT-HAND SIDE BACK BAFFLE IS CRACKED AND BRACKET RIVETS BROKEN . REMOVED RIGHT-HAND SIDE BAFFLE OFF ENGINE .,baffle; bracket; rivets; engine,cracked; broken,removed
100278,RIGHT-HAND SIDE BACK BAFFLE IS CRACKED AND BRACKET RIVETS BROKEN . REPLACED BAFFLE WITH SERVICEABLE BAFFLE .,baffle; bracket; bracket rivets; rivets; serviceable baffle,cracked; broken,replaced
100279,NUMBER ONE ROCKER COVER LEAKING . REMOVED AND REPLACED ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,removed; replaced
100280,RIGHT-HAND ENGINE CYLINDER NUMBER THREE AFT BAFFLE IS CRACKED . STOP DRILLED CRACK IN RIGHT-HAND ENGINE NUMBER THREE AFT BAFFLE .,engine; cylinder; baffle,cracked; crack,stop drilled
100281,LEFT-HAND ENGINE CYLINDER NUMBER FOUR AFT BAFFLE STIFFENER IS CRACKED . REMOVED AND REPLACED CRACKED STIFFENER .,engine; cylinder; baffle stiffener; stiffener,cracked,removed; replaced
100282,CYLINDER NUMBER TWO AND NUMBER THREE INTAKES ARE LEAKING . REMOVED AND REPLACED CYLINDER NUMBER TWO AND NUMBER THREE INTAKE GASKETS .,cylinder; intakes; intake gaskets,leaking,removed; replaced
100283,RIGHT-HAND FORWARD UPPER BAFFLE SEAL NEEDS TO BE RESECURED . INSTALLED POP RIVET TO RESECURE RIGHT-HAND FORWARD BAFFLE SEAL .,upper baffle seal; pop rivet; baffle seal,,resecured; installed
100284,NUMBER ONE INTAKE IS LEAKING . REMOVED AND REPLACED NUMBER ONE INTAKE GASKET .,intake; intake gasket,leaking,removed; replaced
100285,ROCKER COVERS TWO AND THREE LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS TWO AND THREE .,rocker covers; rocker cover gaskets,leaking,removed; replaced
100286,NUMBER TWO INDUCTION TUBE GASKET LEAKING . INSTALLED NEW NUMBER TWO INDUCTION TUBE GASKET .,induction tube gasket,leaking,installed
100287,NUMBER TWO AND NUMBER THREE ROCKER BOX COVER GASKETS LEAKING . INSTALLED NEW ROCKER BOX COVER GASKETS .,rocker box cover gaskets,leaking,installed
